Year,Age,Gender,Rate
2003,48,Male,48413954280
2003,49,Male,45312433843
2003,50,Male,41984078505
2003,51,Male,38785886725
2003,52,Male,30725555185
2003,53,Male,27792506454
2003,54,Male,21072230242
2003,55,Male,13841766371
2003,56,Male,11842946069
2003,57,Male,7495039948
2003,58,Male,7638786910
2003,59,Male,4341018667
2003,60,Male,4350941291
2003,61,Male,2054860431
2003,62,Male,1013740061
2003,63,Male,932759577.4
2003,64,Male,580974558.9
2003,65,Male,316408986.3
2003,66,Male,86928051.93
2003,67,Male,212663250.1
2003,68,Male,180000000
2003,69,Male,180000000
2003,71,Male,45000000
2003,73,Male,47000000
2003,76,Male,100000000
2003,77,Male,50000000
2004,17,Male,1979178.082
2004,18,Male,12948273.97
2004,19,Male,83884049.45
2004,20,Male,1286078476
2004,21,Male,2351235870
2004,22,Male,3550458263
2004,23,Male,5304304231
2004,24,Male,10099066452
2004,25,Male,13911579186
2004,26,Male,20854601391
2004,27,Male,27932443318
2004,28,Male,38188917042
2004,29,Male,40026924086
2004,30,Male,56559137000
2004,31,Male,63611449326
2004,32,Male,78604598853
2004,33,Male,91938605003
2004,34,Male,93268579689
2004,35,Male,1.03E+11
2004,36,Male,1.08E+11
2004,37,Male,1.05E+11
2004,38,Male,1.13E+11
2004,39,Male,1.19E+11
2004,40,Male,1.29E+11
2004,41,Male,1.22E+11
2004,42,Male,1.08E+11
2004,43,Male,1.03E+11
2004,44,Male,1.10E+11
2004,45,Male,97933074926
2004,46,Male,94505234991
2004,47,Male,81638951747
2004,48,Male,77065227007
2004,49,Male,72006730221
2004,50,Male,66199667165
2004,51,Male,63448630839
2004,52,Male,54653462660
2004,53,Male,40281911420
2004,54,Male,38473161103
2004,55,Male,25468623792
2004,56,Male,17457715307
2004,57,Male,12383522798
2004,58,Male,9103473618
2004,59,Male,9260864796
2004,60,Male,5819457551
2004,61,Male,4385380294
2004,62,Male,2095593431
2004,63,Male,1003290014
2004,64,Male,357837545.4
2004,65,Male,326393552.3
2004,66,Male,234994109.6
2004,67,Male,58497328.77
2004,68,Male,223938126
2004,69,Male,219268493.2
2004,70,Male,88561643.84
2004,71,Male,20760273.97
2004,72,Male,51262465.75
2004,73,Male,7355342.466
2004,74,Male,49051506.85
2004,75,Male,8327397.26
2004,77,Male,76164383.56
2004,78,Male,27534246.58
2005,17,Male,23073972.6
2005,18,Male,25891956.16
2005,19,Male,175603720.2
2005,20,Male,1856566509
2005,21,Male,3938524510
2005,22,Male,6568940509
2005,23,Male,8769435269
2005,24,Male,12962119901
2005,25,Male,24025210522
2005,26,Male,31573396935
2005,27,Male,44453895715
2005,28,Male,53856761437
2005,29,Male,68395906046
2005,30,Male,74666799965
2005,31,Male,96732283837
2005,32,Male,1.09E+11
2005,33,Male,1.27E+11
2005,34,Male,1.46E+11
2005,35,Male,1.53E+11
2005,36,Male,1.58E+11
2005,37,Male,1.76E+11
2005,38,Male,1.60E+11
2005,39,Male,1.73E+11
2005,40,Male,1.94E+11
2005,41,Male,1.91E+11
2005,42,Male,1.92E+11
2005,43,Male,1.73E+11
2005,44,Male,1.69E+11
2005,45,Male,1.69E+11
2005,46,Male,1.50E+11
2005,47,Male,1.42E+11
2005,48,Male,1.25E+11
2005,49,Male,1.21E+11
2005,50,Male,1.14E+11
2005,51,Male,1.05E+11
2005,52,Male,97225442703
2005,53,Male,75825745120
2005,54,Male,56047253256
2005,55,Male,49120371945
2005,56,Male,29700759868
2005,57,Male,21834768405
2005,58,Male,15602909142
2005,59,Male,10939046712
2005,60,Male,10844463170
2005,61,Male,4022452206
2005,62,Male,3476541619
2005,63,Male,1771431252
2005,64,Male,701826427.9
2005,65,Male,177161841.1
2005,66,Male,94638465.75
2005,67,Male,102227397.3
2005,68,Male,54352328.77
2005,69,Male,63338356.16
2005,70,Male,218155068.5
2005,71,Male,895890.411
2005,72,Male,13921917.81
2005,73,Male,48377808.22
2005,75,Male,47000000
2005,76,Male,2315068.493
2006,17,Male,104330905.9
2006,18,Male,110729883.4
2006,19,Male,270920740.6
2006,20,Male,1023775256
2006,21,Male,4038887951
2006,22,Male,6970090241
2006,23,Male,12266059136
2006,24,Male,18330031508
2006,25,Male,26053366622
2006,26,Male,41050344937
2006,27,Male,54162815729
2006,28,Male,68254638780
2006,29,Male,83826068033
2006,30,Male,1.03E+11
2006,31,Male,1.13E+11
2006,32,Male,1.29E+11
2006,33,Male,1.52E+11
2006,34,Male,1.71E+11
2006,35,Male,1.86E+11
2006,36,Male,2.05E+11
2006,37,Male,2.14E+11
2006,38,Male,2.21E+11
2006,39,Male,2.17E+11
2006,40,Male,2.21E+11
2006,41,Male,2.48E+11
2006,42,Male,2.37E+11
2006,43,Male,2.45E+11
2006,44,Male,2.21E+11
2006,45,Male,2.17E+11
2006,46,Male,2.06E+11
2006,47,Male,1.89E+11
2006,48,Male,1.71E+11
2006,49,Male,1.53E+11
2006,50,Male,1.45E+11
2006,51,Male,1.40E+11
2006,52,Male,1.27E+11
2006,53,Male,1.15E+11
2006,54,Male,84721817375
2006,55,Male,62950012274
2006,56,Male,43234277720
2006,57,Male,28217828745
2006,58,Male,22240630075
2006,59,Male,14073305506
2006,60,Male,10075669436
